   1.0000000       0.0000000       0.0000000       1000.0000       2000.0000       800.00000    
   78.000000      0.90880001       0.0000000       1000.0000       2000.0000       800.00000    
   155.00000       2.6315999       0.0000000       1000.0000       2000.0000       800.00000    
   232.00000       4.3544002       0.0000000       1000.0000       2000.0000       800.00000    
   309.00000       5.2631998       0.0000000       1000.0000       2000.0000       800.00000    
   2.0000000       0.0000000      0.90880001       1000.0000       2000.0000       800.00000    
   79.000000      0.90880001      0.90880001       1000.0000       2000.0000       800.00000    
   156.00000       2.6315999      0.90880001       1000.0000       2000.0000       800.00000    
   233.00000       4.3544002      0.90880001       1000.0000       2000.0000       800.00000    
   310.00000       5.2631998      0.90880001       1000.0000       2000.0000       800.00000    
   3.0000000       0.0000000       2.6315999       1000.0000       2000.0000       800.00000    
   80.000000      0.90880001       2.6315999       1000.0000       2000.0000       800.00000    
   157.00000       2.6315999       2.6315999       1000.0000       2000.0000       800.00000    
   234.00000       4.3544002       2.6315999       1000.0000       2000.0000       800.00000    
   311.00000       5.2631998       2.6315999       1000.0000       2000.0000       800.00000    
   4.0000000       0.0000000       4.3544002       1000.0000       2000.0000       800.00000    
   81.000000      0.90880001       4.3544002       1000.0000       2000.0000       800.00000    
   158.00000       2.6315999       4.3544002       1000.0000       2000.0000       800.00000    
   235.00000       4.3544002       4.3544002       1000.0000       2000.0000       800.00000    
   312.00000       5.2631998       4.3544002       1000.0000       2000.0000       800.00000    
   5.0000000       0.0000000       5.2631998       1000.0000       2000.0000       800.00000    
   82.000000      0.90880001       5.2631998       1000.0000       2000.0000       800.00000    
   159.00000       2.6315999       5.2631998       1000.0000       2000.0000       800.00000    
   236.00000       4.3544002       5.2631998       1000.0000       2000.0000       800.00000    
   313.00000       5.2631998       5.2631998       1000.0000       2000.0000       800.00000    
   309.00000       5.2631998       0.0000000       1000.0000       2000.0000       800.00000    
   386.00000       6.1719999       0.0000000       1000.0000       2000.0000       800.00000    
   463.00000       7.8947001       0.0000000       1000.0000       2000.0000       800.00000    
   540.00000       9.6175003       0.0000000       1000.0000       2000.0000       800.00000    
   617.00000       10.526300       0.0000000       1000.0000       2000.0000       800.00000    
   310.00000       5.2631998      0.90880001       1000.0000       2000.0000       800.00000    
   387.00000       6.1719999      0.90880001       1000.0000       2000.0000       800.00000    
   464.00000       7.8947001      0.90880001       1000.0000       2000.0000       800.00000    
   541.00000       9.6175003      0.90880001       1000.0000       2000.0000       800.00000    
   618.00000       10.526300      0.90880001       1000.0000       2000.0000       800.00000    
   311.00000       5.2631998       2.6315999       1000.0000       2000.0000       800.00000    
   388.00000       6.1719999       2.6315999       1000.0000       2000.0000       800.00000    
   465.00000       7.8947001       2.6315999       1000.0000       2000.0000       800.00000    
   542.00000       9.6175003       2.6315999       1000.0000       2000.0000       800.00000    
   619.00000       10.526300       2.6315999       1000.0000       2000.0000       800.00000    
   312.00000       5.2631998       4.3544002       1000.0000       2000.0000       800.00000    
   389.00000       6.1719999       4.3544002       1000.0000       2000.0000       800.00000    
   466.00000       7.8947001       4.3544002       1000.0000       2000.0000       800.00000    
   543.00000       9.6175003       4.3544002       1000.0000       2000.0000       800.00000    
   620.00000       10.526300       4.3544002       1000.0000       2000.0000       800.00000    
   313.00000       5.2631998       5.2631998       1000.0000       2000.0000       800.00000    
   390.00000       6.1719999       5.2631998       1000.0000       2000.0000       800.00000    
   467.00000       7.8947001       5.2631998       1000.0000       2000.0000       800.00000    
   544.00000       9.6175003       5.2631998       1000.0000       2000.0000       800.00000    
   621.00000       10.526300       5.2631998       1000.0000       2000.0000       800.00000    
   617.00000       10.526300       0.0000000       1000.0000       2000.0000       800.00000    
   694.00000       11.435100       0.0000000       1000.0000       2000.0000       800.00000    
   771.00000       13.157900       0.0000000       1000.0000       2000.0000       800.00000    
   848.00000       14.880700       0.0000000       1000.0000       2000.0000       800.00000    
   925.00000       15.789500       0.0000000       1000.0000       2000.0000       800.00000    
   618.00000       10.526300      0.90880001       1000.0000       2000.0000       800.00000    
   695.00000       11.435100      0.90880001       1000.0000       2000.0000       800.00000    
   772.00000       13.157900      0.90880001       1000.0000       2000.0000       800.00000    
   849.00000       14.880700      0.90880001       1000.0000       2000.0000       800.00000    
   926.00000       15.789500      0.90880001       1000.0000       2000.0000       800.00000    
   619.00000       10.526300       2.6315999       1000.0000       2000.0000       800.00000    
   696.00000       11.435100       2.6315999       1000.0000       2000.0000       800.00000    
   773.00000       13.157900       2.6315999       1000.0000       2000.0000       800.00000    
   850.00000       14.880700       2.6315999       1000.0000       2000.0000       800.00000    
   927.00000       15.789500       2.6315999       1000.0000       2000.0000       800.00000    
   620.00000       10.526300       4.3544002       1000.0000       2000.0000       800.00000    
   697.00000       11.435100       4.3544002       1000.0000       2000.0000       800.00000    
   774.00000       13.157900       4.3544002       1000.0000       2000.0000       800.00000    
   851.00000       14.880700       4.3544002       1000.0000       2000.0000       800.00000    
   928.00000       15.789500       4.3544002       1000.0000       2000.0000       800.00000    
   621.00000       10.526300       5.2631998       1000.0000       2000.0000       800.00000    
   698.00000       11.435100       5.2631998       1000.0000       2000.0000       800.00000    
   775.00000       13.157900       5.2631998       1000.0000       2000.0000       800.00000    
   852.00000       14.880700       5.2631998       1000.0000       2000.0000       800.00000    
   929.00000       15.789500       5.2631998       1000.0000       2000.0000       800.00000    
   925.00000       15.789500       0.0000000       1000.0000       2000.0000       800.00000    
   1002.0000       16.698299       0.0000000       1000.0000       2000.0000       800.00000    
   1079.0000       18.421101       0.0000000       1000.0000       2000.0000       800.00000    
   1156.0000       20.143801       0.0000000       1000.0000       2000.0000       800.00000    
   1233.0000       21.052601       0.0000000       1000.0000       2000.0000       800.00000    
   926.00000       15.789500      0.90880001       1000.0000       2000.0000       800.00000    
   1003.0000       16.698299      0.90880001       1000.0000       2000.0000       800.00000    
   1080.0000       18.421101      0.90880001       1000.0000       2000.0000       800.00000    
   1157.0000       20.143801      0.90880001       1000.0000       2000.0000       800.00000    
   1234.0000       21.052601      0.90880001       1000.0000       2000.0000       800.00000    
   927.00000       15.789500       2.6315999       1000.0000       2000.0000       800.00000    
   1004.0000       16.698299       2.6315999       1000.0000       2000.0000       800.00000    
   1081.0000       18.421101       2.6315999       1000.0000       2000.0000       800.00000    
   1158.0000       20.143801       2.6315999       1000.0000       2000.0000       800.00000    
   1235.0000       21.052601       2.6315999       1000.0000       2000.0000       800.00000    
   928.00000       15.789500       4.3544002       1000.0000       2000.0000       800.00000    
   1005.0000       16.698299       4.3544002       1000.0000       2000.0000       800.00000    
   1082.0000       18.421101       4.3544002       1000.0000       2000.0000       800.00000    
   1159.0000       20.143801       4.3544002       1000.0000       2000.0000       800.00000    
   1236.0000       21.052601       4.3544002       1000.0000       2000.0000       800.00000    
   929.00000       15.789500       5.2631998       1000.0000       2000.0000       800.00000    
   1006.0000       16.698299       5.2631998       1000.0000       2000.0000       800.00000    
   1083.0000       18.421101       5.2631998       1000.0000       2000.0000       800.00000    
   1160.0000       20.143801       5.2631998       1000.0000       2000.0000       800.00000    
   1237.0000       21.052601       5.2631998       1000.0000       2000.0000       800.00000    
   1233.0000       21.052601       0.0000000       1000.0000       2000.0000       800.00000    
   1310.0000       21.961399       0.0000000       1000.0000       2000.0000       800.00000    
   1387.0000       23.684200       0.0000000       1000.0000       2000.0000       800.00000    
