         1       0.0000       0.0000    1000.0000    2000.0000     900.0000
        78       0.9088       0.0000    1000.0000    2000.0000     900.0000
       155       2.6316       0.0000    1000.0000    2000.0000     900.0000
       232       4.3544       0.0000    1000.0000    2000.0000     900.0000
       309       5.2632       0.0000    1000.0000    2000.0000     900.0000
         2       0.0000       0.9088    1000.0000    2000.0000     900.0000
        79       0.9088       0.9088    1000.0000    2000.0000     900.0000
       156       2.6316       0.9088    1000.0000    2000.0000     900.0000
       233       4.3544       0.9088    1000.0000    2000.0000     900.0000
       310       5.2632       0.9088    1000.0000    2000.0000     900.0000
         3       0.0000       2.6316    1000.0000    2000.0000     900.0000
        80       0.9088       2.6316    1000.0000    2000.0000     900.0000
       157       2.6316       2.6316    1000.0000    2000.0000     900.0000
       234       4.3544       2.6316    1000.0000    2000.0000     900.0000
       311       5.2632       2.6316    1000.0000    2000.0000     900.0000
         4       0.0000       4.3544    1000.0000    2000.0000     900.0000
        81       0.9088       4.3544    1000.0000    2000.0000     900.0000
       158       2.6316       4.3544    1000.0000    2000.0000     900.0000
       235       4.3544       4.3544    1000.0000    2000.0000     900.0000
       312       5.2632       4.3544    1000.0000    2000.0000     900.0000
         5       0.0000       5.2632    1000.0000    2000.0000     900.0000
        82       0.9088       5.2632    1000.0000    2000.0000     900.0000
       159       2.6316       5.2632    1000.0000    2000.0000     900.0000
       236       4.3544       5.2632    1000.0000    2000.0000     900.0000
       313       5.2632       5.2632    1000.0000    2000.0000     900.0000
       309       5.2632       0.0000    1000.0000    2000.0000     900.0000
       386       6.1720       0.0000    1000.0000    2000.0000     900.0000
       463       7.8947       0.0000    1000.0000    2000.0000     900.0000
       540       9.6175       0.0000    1000.0000    2000.0000     900.0000
       617      10.5263       0.0000    1000.0000    2000.0000     900.0000
       310       5.2632       0.9088    1000.0000    2000.0000     900.0000
       387       6.1720       0.9088    1000.0000    2000.0000     900.0000
       464       7.8947       0.9088    1000.0000    2000.0000     900.0000
       541       9.6175       0.9088    1000.0000    2000.0000     900.0000
       618      10.5263       0.9088    1000.0000    2000.0000     900.0000
       311       5.2632       2.6316    1000.0000    2000.0000     900.0000
       388       6.1720       2.6316    1000.0000    2000.0000     900.0000
       465       7.8947       2.6316    1000.0000    2000.0000     900.0000
       542       9.6175       2.6316    1000.0000    2000.0000     900.0000
       619      10.5263       2.6316    1000.0000    2000.0000     900.0000
       312       5.2632       4.3544    1000.0000    2000.0000     900.0000
       389       6.1720       4.3544    1000.0000    2000.0000     900.0000
       466       7.8947       4.3544    1000.0000    2000.0000     900.0000
       543       9.6175       4.3544    1000.0000    2000.0000     900.0000
       620      10.5263       4.3544    1000.0000    2000.0000     900.0000
       313       5.2632       5.2632    1000.0000    2000.0000     900.0000
       390       6.1720       5.2632    1000.0000    2000.0000     900.0000
       467       7.8947       5.2632    1000.0000    2000.0000     900.0000
       544       9.6175       5.2632    1000.0000    2000.0000     900.0000
       621      10.5263       5.2632    1000.0000    2000.0000     900.0000
       617      10.5263       0.0000    1000.0000    2000.0000     900.0000
       694      11.4351       0.0000    1000.0000    2000.0000     900.0000
       771      13.1579       0.0000    1000.0000    2000.0000     900.0000
       848      14.8807       0.0000    1000.0000    2000.0000     900.0000
       925      15.7895       0.0000    1000.0000    2000.0000     900.0000
       618      10.5263       0.9088    1000.0000    2000.0000     900.0000
       695      11.4351       0.9088    1000.0000    2000.0000     900.0000
       772      13.1579       0.9088    1000.0000    2000.0000     900.0000
       849      14.8807       0.9088    1000.0000    2000.0000     900.0000
